company_name,wko_rows,wko_profile_url,http_status,employee_best_numeric_mention,employee_mention_kinds,employee_evidence_contexts,mentions_count,profile_text_len,error
Alois Köpf GmbH,1,https://firmen.wko.at/alois-k%c3%b6pf-gmbh/wien/?firmaid=31818652-0c8b-4b5c-ad9c-0cad13636b4a&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Alpen Real Immobilien GmbH,2,https://firmen.wko.at/alpen-real-immobilien-gmbh/salzburg/?firmaid=9850b2d6-ba5c-4095-b8df-2b52f86737cf&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Alras Immobilienmanagement und -verwaltungs GmbH,1,https://firmen.wko.at/alras-immobilienmanagement-und-verwaltungs-gmbh/wien/?firmaid=03e3157d-cafd-4fb9-88de-07da86c0b48c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Altmann + Partner Immobilientreuhand GmbH,2,https://firmen.wko.at/altmann-partner-immobilientreuhand-gmbh-altmann-partner/salzburg/?firmaid=139b9864-5667-476e-ba72-627f2f3ac5fe&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,200,19,exact,19 [exact] n: Mo 09:00-12:00 14:00-16:00 Di 09:00-12:00 14:00-16:00 Mi 09:00-12:00 14:00-16:00 Do 09:00-12:00 14:00-16:00 Fr 09:00-12:00 Sa geschlossen So geschlossen Über uns 1972 gegründet 19 Mitarbeiter Unsere Firma ist seit 1972 als Hausverwaltung und Immobilienmakler auf dem gesamten Gebiet der Immobilienwirtschaft tätig. Wir sind auf Ferienliegenschaften im gesamten Raum Pinzg,1,6753,
Alwog-Allgemeine Wohnbaugesellschaft m.b.H.,1,https://firmen.wko.at/alwog-allgemeine-wohnbaugesellschaft-mbh/steiermark/?firmaid=add5c503-f1ba-4b5e-9811-2c6c38d3cb6f&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Ambacher Real Estate GmbH,1,https://firmen.wko.at/ambacher-real-estate-gmbh-ambacher-real-estate-gmbh/wien/?firmaid=1ff97577-93ea-4e64-b538-0843abd79b60&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
AMLAK Liegenschaftsgesellschaft m.b.H.,1,https://firmen.wko.at/amlak-liegenschaftsgesellschaft-mbh-entwicklung-und-verwaltung-eigener-liegenschaften/wien/?firmaid=17be7b8e-2aed-4168-982c-72c23b7a0fb8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
AMON GmbH,1,https://firmen.wko.at/amon-gmbh/steiermark/?firmaid=8c5b93d0-6cfd-48d8-9444-2151f85c8aed&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
AMOS-TIK Handelsgesellschaft m.b.H.,1,https://firmen.wko.at/amos-tik-handelsgesellschaft-mbh/wien/?firmaid=7fa8838b-9406-484a-b25c-bc35dd211b95&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
Andreas Brunner,1,https://firmen.wko.at/andreas-brunner/tirol/?firmaid=63fc7042-9805-4721-b22b-c6182d03a197&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,403,,,,0,0,
